SDB Feature,,apunim,pvalue,support
Age,1) 18 - 24,-0.002352145371808093,0.9146496774226398,482
Age,2) 25 - 34,0.045437189767086654,0.10085063542462183,1660
Age,3) 35 - 44,-0.04315165615531706,0.10085063542462183,1047
Age,4) 45 - 54,0.0014380729822038388,0.9146496774226398,542
Age,5) 55 - 64,0.0021467758606981014,0.9146496774226398,294
Age,6) 65 or older,-0.00656828456879638,0.9146496774226398,137
Age,Prefer not to say,0.0,,12
Age,Under 18,0.0,,1
Education,1) No high school,-0.03194103194103194,0.49532539402023484,22
Education,2) High School graduate,-0.023017902813299233,0.34560117882186114,376
Education,"3) College, no degree",-0.04545841043352913,0.13454917999311214,823
Education,4) Associate degree,0.001062362249671001,0.9384550464884496,472
Education,5) Bachelor's degree,0.02875410158410247,0.34560117882186114,1696
Education,6) Master's degree,0.0241784954638191,0.34560117882186114,656
Education,7) Professional degree,-0.0033444816053511714,0.9384550464884496,60
Education,8) Doctoral degree,0.0,,51
Education,Other,0.0,,12
Education,Prefer not to say,0.0,,17
Ethnicity,Asian,-0.01176702279552952,0.7871060156837694,246
Ethnicity,Black,0.035900405327156916,0.4123651308645226,561
Ethnicity,Hispanic,0.003785614664275738,0.8173297572483521,112
Ethnicity,Multiracial,0.007554436379795573,0.7871060156837694,196
Ethnicity,Other,-0.008130081300813009,0.7871060156837694,69
Ethnicity,Unknown,-0.020181858505211803,0.7871060156837694,50
Ethnicity,White,-0.02301185778394674,0.7200687514061132,2226
Gender,Female,-0.006197078583196968,0.7772379112597113,2089
Gender,Male,0.0403694381144821,0.17578065132711126,1825
Gender,Nonbinary,0.0,,26
Gender,Unknown,0.010250972074938134,0.7772379112597113,30
Has Been Targeted,False,-0.05944722582750398,0.002455533001158643,2213
Has Been Targeted,True,0.0166935184975076,0.4106895994371168,1227
Is Parent,No,-0.08405359148738488,0.0001254821425550681,1871
Is Parent,Prefer not to say,0.0044247787610619356,0.8677999462415278,29
Is Parent,Yes,0.07056503472519922,0.0006111135952320934,2080
Is Transgender,No,-0.10181828561641881,0.01407125111201534,501
Is Transgender,Prefer not to say,0.01989901989901989,0.46372318842554827,37
Is Transgender,Yes,-0.020632133450395076,0.46372318842554827,107
Political Affiliation,Conservative,0.05552931008595091,0.030868906836656496,1110
Political Affiliation,Independent,-0.003214822563007289,0.9222053365061718,1167
Political Affiliation,Liberal,-0.026260564045292995,0.45773486785303186,1668
Political Affiliation,Other,-0.0032412409322426436,0.9222053365061718,75
Political Affiliation,Prefer not to say,0.016997747286504196,0.45773486785303186,165
Religion Important,1) No,-0.07147761476538471,0.002471931836427997,1314
Religion Important,2) Not very,-0.013436006902536617,0.5352217673560712,488
Religion Important,3) Somewhat,0.021565129475029962,0.4271699309552132,1060
Religion Important,4) Very,0.042831858407079725,0.0839019064431536,1332
Religion Important,Prefer not to say,0.006689641191972427,0.6174350249298839,51
Seen Toxicity,False,0.024537643239557736,0.21065529334931893,1024
Seen Toxicity,True,-0.08237204253596785,1.2923172442705275e-05,2086
Sexual Orientation,Bisexual,-0.0027160023652271453,0.8949760307552889,501
Sexual Orientation,Heterosexual,-0.06722128171519783,0.0024863883477182795,1920
Sexual Orientation,Homosexual,-0.011722020653084007,0.8949760307552889,167
Sexual Orientation,Other,0.0,,41
Sexual Orientation,Prefer not to say,-0.007062516348417479,0.8949760307552889,82
Sexual Orientation,,0.0,,14
Technology Impact,1) Very negative,0.0,,37
Technology Impact,2) Somewhat negative,-0.008071212674793231,0.5830434466837705,391
Technology Impact,3) Neutral,0.016992344983425733,0.49951285864650696,551
Technology Impact,4) Somewhat positive,-0.05332288202021049,0.042264858110972234,2025
Technology Impact,5) Very positive,0.027119249310611663,0.4149945447579033,1116
Toxicity Problem,1) Never,-0.0076928748740384,0.815805013010424,271
Toxicity Problem,2) Rarely,0.0040992559657667136,0.815805013010424,698
Toxicity Problem,3) Occasionally,-0.011888773186051345,0.815805013010424,1444
Toxicity Problem,4) Frequently,-0.03226304631670571,0.5054749481028743,1264
Toxicity Problem,5) Very Frequently,-0.01683962443456113,0.815805013010424,538
